msgid,msgstr
This looks good! Let's try it out on another query.,看上去很不错！让我们在另一个查询中尝试一下。
This doesn't look so good. Let's try running some evaluation.,这看起来不太好。让我们试着做一些评估。
Evaluating the Agent,评估代理
Let's start by defining the TrajectoryEvalChain.,让我们从定义轨迹评估链开始。
Let's try evaluating the first query.,让我们尝试评估第一个查询。
That seems about right. Let's try the second query.,这似乎是对的。让我们尝试第二个查询。
"That also sounds about right. In conclusion, the TrajectoryEvalChain allows us to use GPT-4 to score both our agent's outputs and tool use in addition to giving us the reasoning behind the evaluation.",这听起来也差不多。总之，TrajectoryEvalChain允许我们使用GPT-4对代理的输出和工具使用进行评分，并为我们提供评估背后的推理。
Using Hugging Face Datasets,使用拥抱脸数据集
"This example shows how to use Hugging Face datasets to evaluate models. Specifically, we show how to load examples to evaluate models on from Hugging Face's dataset package.",这个例子展示了如何使用拥抱脸数据集来评估模型。具体来说，我们展示了如何从Hugging Face的数据集包中加载示例来评估模型。
"For demonstration purposes, we will just evaluate a simple question answering system.",出于演示目的，我们将只评估一个简单的问答系统。
"Now we load a dataset from Hugging Face, and then convert it to a list of dictionaries for easier usage.",现在，我们从拥抱脸加载一个数据集，然后将其转换为字典列表，以便于使用。
Predictions,预测
We can now make and inspect the predictions for these questions.,我们现在可以对这些问题进行预测并进行检验。
"Because these answers are more complex than multiple choice, we can now evaluate their accuracy using a language model.",因为这些答案比选择题更复杂，我们现在可以使用语言模型来评估它们的准确性。
LLM Math,数学法学硕士
Evaluating chains that know how to do math.,评估知道如何做数学的链。
Now we need to create some pipelines for doing math.,现在我们需要创建一些做数学的管道。
Evaluating an OpenAPI Chain,评估OpenAPI链
"This notebook goes over ways to semantically evaluate an [OpenAPI Chain](openapi.ipynb), which calls an endpoint defined by the OpenAPI specification using purely natural language.",本笔记本介绍了从语义上评估【OpenAPI链】（openapi.ipynb），它使用纯自然语言调用由OpenAPI规范定义的端点。
Load the API Chain,加载API链
Load a wrapper of the spec (so we can work with it more easily). You can load from a url or from a local file.,加载规范的包装器（这样我们可以更容易地使用它）。您可以从url或本地文件加载。
*Optional*: Generate Input Questions and Request Ground Truth Queries,*可选*：生成输入问题并请求基本事实查询
See [Generating Test Datasets](#Generating-Test-Datasets) at the end of this notebook for more details.,有关更多详细信息，请参见本笔记本末尾的【生成测试数据集】（#生成测试数据集）。
Run the API Chain,运行API链
The two simplest questions a user of the API Chain are:,API链的用户最简单的两个问题是：
Did the chain succesfully access the endpoint?,链是否成功访问端点？
Did the action accomplish the correct result?,这个动作达到正确的结果了吗？
Evaluate the requests chain,评估请求链
The API Chain has two main components:,API链有两个主要组件：
Translate the user query to an API request (request synthesizer),将用户查询转换为API请求（请求合成器）
